label,cage.number,cage.treatment ,pheno.treatment ,replicate,236,240,244,260,264,268,284,288,292,308,312,316,332,336,340,356,364,380,388,404,412,428
E2-F-1,E2,F,F,1,0,0,0,0,0,0,0,0,0,0,7,5,11,3,3,2,0,0,0,0,0,0
E2-F-2,E2,F,F,2,0,0,0,0,0,0,0,0,1,0,5,6,9,4,0,2,1,0,0,0,0,0
E2-I-1,E2,F,I,1,0,0,0,0,0,0,0,0,1,1,3,6,12,3,3,0,0,0,0,0,0,0
E2-I-2,E2,F,I,2,0,0,0,0,0,0,0,0,1,2,5,7,13,2,3,3,0,1,0,0,0,0
E2-S-1,E2,F,S,1,0,0,0,0,0,0,0,0,0,0,7,5,9,6,0,1,1,0,0,0,0,0
E2-S-2,E2,F,S,2,0,0,0,0,0,0,0,0,0,1,10,7,15,5,2,2,0,0,0,0,0,0
E4-N-1,E4,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,6,2,1,0,0,0
E4-N-2,E4,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,9,4,6,2,1,0,0
E4-F-1,E4,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,12,5,1,1,1,2,0
E4-F-2,E4,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,8,2,0,1,1,0,0
E4-I-1,E4,F,I,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7,8,10,5,1,0,0,0,0
E4-I-2,E4,F,I,2,0,0,0,0,0,0,0,0,0,0,1,1,14,8,5,3,2,1,0,0,1,0
E4-S-1,E4,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,14,7,10,13,6,5,3,0,0,0
E4-S-2,E4,F,S,2,0,0,0,0,0,0,0,0,0,0,0,1,14,8,5,4,0,0,0,0,0,0
E5-N-1,E5,F,N,1,0,0,0,0,0,0,0,0,0,0,1,0,12,7,5,8,3,1,0,1,0,0
E5-N-2,E5,F,N,2,0,0,0,0,0,0,1,0,0,0,0,2,20,10,4,0,1,0,1,1,1,0
E5-F-1,E5,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,1,3,0,0,0,0,0
E5-F-2,E5,F,F,2,0,0,0,0,0,0,0,0,0,0,1,0,12,2,6,4,4,1,1,0,0,0
E5-I-1,E5,F,I,1,0,0,0,0,0,0,0,0,0,1,1,7,9,4,0,0,0,0,0,0,0,0
E5-I-2,E5,F,I,2,0,0,0,0,0,0,0,0,0,0,7,1,11,4,9,7,2,3,1,0,0,0
E5-S-1,E5,F,S,1,0,0,0,0,0,0,0,0,0,1,9,15,10,1,1,3,0,0,0,0,0,0
E5-S-2,E5,F,S,2,0,0,0,0,0,0,0,0,0,0,7,5,9,2,0,1,0,0,0,0,0,0
E6-N-1,E6,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0
E6-N-2,E6,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0
E6-F-1,E6,F,F,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,11,11,8,1,0,0,0
E6-F-2,E6,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,4,3,0,2,0,0
E6-I-1,E6,F,I,1,0,0,0,0,0,0,0,0,0,0,2,4,20,7,1,2,1,1,0,0,0,0
E6-I-2,E6,F,I,2,0,0,0,0,0,0,0,0,1,10,9,6,11,3,3,3,0,0,0,0,0,0
E6-S-1,E6,F,S,1,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,2,3,0,0,0,0,0
E6-S-2,E6,F,S,2,0,0,0,0,0,0,0,3,3,15,12,4,10,0,0,0,0,0,0,0,0,0
E7-N-1,E7,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,5,4,3,0
E7-N-2,E7,F,N,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,8,9,4,1,0,0
E7-F-1,E7,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,18,20,7,3,2,0,0
E7-F-2,E7,F,F,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,13,11,10,2,1,0,0
E7-I-1,E7,F,I,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,5,15,6,1,1,0,0,0
E7-I-2,E7,F,I,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,9,7,0,2,0,0,0,0
E7-S-1,E7,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,9,1,0,0,0,0,0
E7-S-2,E7,F,S,2,0,0,0,0,0,0,0,0,0,0,3,2,13,9,6,1,0,0,0,0,0,0
E9-N-1,E9,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,2,3,0
E9-N-2,E9,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,5,3,0,0
E9-F-1,E9,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,2,1,2,0
E9-F-2,E9,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,11,5,1,0
E9-I-1,E9,F,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,3,1,0,0
E9-I-2,E9,F,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,5,2,0,0
E9-S-1,E9,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,20,7,4,1,0,0,0
E9-S-2,E9,F,S,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,17,11,4,0,0,0,0
