label,cage.number,cage.treatment,pheno.treatment,replicate,236,240,244,260,264,268,284,288,292,308,312,316,332,336,340,356,364,380,388,404,412,428
PA5-I-1,PA5,L,I,1,0,0,0,0,0,0,0,0,0,2,2,7,11,7,10,10,1,1,1,0,0,0
PA5-I-2,PA5,L,I,2,0,0,0,0,0,0,0,0,0,1,6,6,15,11,7,10,2,3,1,0,2,0
PA5-S-1,PA5,L,S,1,0,0,0,0,0,0,0,0,0,0,2,9,20,8,12,4,1,1,0,0,0,0
PA5-S-2,PA5,L,S,2,0,0,0,0,0,0,0,0,0,3,3,1,22,11,4,15,10,9,3,2,2,0
E2-N-1,E2,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,4,2,0,0,0,0,0
E2-N-2,E2,F,N,2,0,0,0,0,0,0,0,0,0,0,0,3,13,2,1,2,0,2,0,1,0,0
E2-F-1,E2,F,F,1,0,0,0,0,0,0,0,0,0,1,8,5,12,5,1,3,1,0,0,1,0,0
E2-F-2,E2,F,F,2,0,0,0,0,0,0,0,0,0,1,6,7,10,8,0,2,0,0,0,0,0,0
E2-I-1,E2,F,I,1,0,0,0,0,0,0,0,1,0,3,7,9,13,5,3,1,0,0,0,0,0,0
E2-I-2,E2,F,I,2,0,0,0,0,0,0,0,0,0,4,9,14,12,3,3,3,0,0,0,0,0,0
E2-S-1,E2,F,S,1,0,0,0,0,0,0,0,0,2,6,7,9,7,8,1,1,0,0,0,0,0,0
E2-S-2,E2,F,S,2,0,0,0,0,0,0,0,0,1,3,14,10,14,10,2,2,0,0,0,0,0,0
E4-N-1,E4,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,9,4,1,0,0,0,0
E4-N-2,E4,F,N,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,9,5,5,1,0,0,0
E4-F-1,E4,F,F,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,10,12,5,0,0,0,1,0
E4-F-2,E4,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,10,1,0,0,1,0,0
E4-I-1,E4,F,I,1,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,5,3,1,0,0,0,0
E4-I-2,E4,F,I,2,0,0,0,0,0,0,0,0,0,0,1,4,14,6,2,3,0,0,0,0,0,0
E4-S-1,E4,F,S,1,0,0,0,0,0,0,0,0,0,0,0,2,12,10,7,14,4,5,3,0,0,0
E4-S-2,E4,F,S,2,0,0,0,0,0,0,0,0,0,0,1,0,10,9,5,5,0,0,0,0,0,0
E5-N-1,E5,F,N,1,0,0,0,0,0,0,0,0,0,0,0,1,12,8,4,8,2,0,0,0,0,0
E5-N-2,E5,F,N,2,0,0,0,0,0,0,0,0,0,0,2,4,16,7,3,1,1,0,1,1,1,0
E5-F-1,E5,F,F,1,0,0,0,0,0,0,0,0,0,0,1,4,11,7,4,1,1,0,0,0,0,0
E5-F-2,E5,F,F,2,0,0,0,0,0,0,0,1,0,0,0,3,15,4,6,4,2,1,0,1,0,0
E5-I-1,E5,F,I,1,0,0,0,0,0,0,0,0,0,2,2,12,9,1,0,0,0,0,0,0,0,0
E5-I-2,E5,F,I,2,0,0,0,0,0,0,0,0,0,0,8,4,12,6,9,3,2,3,2,1,0,0
E5-S-1,E5,F,S,1,0,0,0,0,0,0,0,0,1,7,9,6,8,1,1,3,0,0,0,0,0,0
E5-S-2,E5,F,S,2,0,0,0,0,0,0,0,0,0,3,9,5,8,1,0,1,0,0,0,0,0,0
E6-N-1,E6,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,10,0,0,0,0,0
E6-N-2,E6,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0
E6-F-1,E6,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,11,11,8,0,0,0,0
E6-F-2,E6,F,F,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,11,3,1,1,2,0,0
E6-I-1,E6,F,I,1,0,0,0,0,0,0,0,0,0,0,3,4,23,7,2,3,0,0,0,0,0,0
E6-I-2,E6,F,I,2,0,0,0,0,0,0,0,0,2,6,11,13,22,3,5,2,0,0,0,0,0,0
E6-S-1,E6,F,S,1,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,3,3,0,0,0,0,0
E6-S-2,E6,F,S,2,0,0,0,0,0,0,0,3,5,12,11,1,14,1,0,0,0,0,0,0,0,0
E7-N-1,E7,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,15,5,3,2,0
E7-N-2,E7,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,7,9,3,1,0,0
E7-F-1,E7,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,20,14,7,3,3,0,0
E7-F-2,E7,F,F,2,0,0,0,0,0,0,0,0,0,0,2,1,2,6,2,15,12,6,3,0,0,0
E7-I-1,E7,F,I,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,19,3,0,0,0,0,0
E7-I-2,E7,F,I,2,0,0,0,0,0,0,0,0,0,0,1,3,8,4,9,8,0,1,1,0,0,0
E7-S-1,E7,F,S,1,0,0,0,0,0,0,0,0,0,0,0,2,12,11,10,7,2,0,0,0,0,0
E7-S-2,E7,F,S,2,0,0,0,0,0,0,0,0,0,0,2,4,17,7,9,1,1,0,0,0,0,0
E9-N-1,E9,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,2,1,0
E9-N-2,E9,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,4,3,2,0
E9-F-1,E9,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,16,1,0,1,0
E9-F-2,E9,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,16,7,12,5,1,0
E9-I-1,E9,F,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,6,2,1,0,0
E9-I-2,E9,F,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,7,4,0,0,0
E9-S-1,E9,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,17,3,3,2,0,0,0
E9-S-2,E9,F,S,2,0,0,0,0,0,0,0,0,0,0,0,1,6,4,3,16,11,5,1,0,0,0
