label,cage.number,cage.treatment ,pheno.treatment ,replicate,count ,12,16,20,24,40,44,48,64,68,72,88,92,96,112,116,120,136,140,144,160,164,168
PA5-F-S3,PA5,L,F,3,10,0,0,0,0,0,0,1,3,4,5,8,8,8,9,9,10,10,10,10,10,10,10
PA5-I-S1,PA5,L,I,1,10,0,0,0,0,0,1,1,5,8,9,10,10,10,10,10,10,10,10,10,10,10,10
PA5-I-S2,PA5,L,I,2,10,0,0,0,0,0,0,0,3,5,8,8,9,9,10,10,10,10,10,10,10,10,10
PA5-I-S3,PA5,L,I,3,10,0,0,0,0,2,3,4,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10
PA5-S-S1,PA5,L,S,1,10,0,0,0,0,1,1,2,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10
PA5-S-S2,PA5,L,S,2,10,0,0,0,0,2,2,2,5,6,7,9,9,9,10,10,10,10,10,10,10,10,10
PA5-S-S3,PA5,L,S,3,10,0,0,0,0,2,2,2,6,7,9,9,9,9,10,10,10,10,10,10,10,10,10
E2-N-S1,E2,F,N,1,10,0,1,0,0,0,0,0,0,0,1,1,2,4,8,8,8,9,9,9,10,10,10
E2-N-S2,E2,F,N,2,10,0,0,0,0,0,0,0,0,0,1,3,3,5,8,8,9,9,9,10,10,10,10
E2-N-S3,E2,F,N,3,10,0,0,0,0,0,0,0,0,2,4,6,6,7,9,9,9,9,9,10,10,10,10
E2-F-S1,E2,F,F,1,10,0,1,1,1,1,1,1,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10
E2-F-S2,E2,F,F,2,10,0,0,0,0,0,0,1,6,8,8,9,9,9,10,10,10,10,10,10,10,10,10
E2-F-S3,E2,F,F,3,10,0,1,1,1,1,1,2,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10
E2-I-S1,E2,F,I,1,10,0,0,0,0,1,1,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10
E2-I-S2,E2,F,I,2,10,0,0,0,0,0,3,4,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10
E2-I-S3,E2,F,I,3,10,0,0,0,0,4,4,4,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10
E2-S-S1,E2,F,S,1,10,0,0,0,0,0,0,0,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10
E2-S-S2,E2,F,S,2,10,0,0,1,1,2,2,3,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E2-S-S3,E2,F,S,3,10,0,0,1,1,2,2,3,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10
E4-N-S1,E4,F,N,1,10,0,0,0,0,0,0,0,0,0,1,5,6,6,8,8,8,10,10,10,10,10,10
E4-N-S2,E4,F,N,2,10,0,1,1,1,1,1,1,1,1,2,5,5,5,8,9,9,9,9,9,10,10,10
E4-N-S3,E4,F,N,3,10,0,0,0,0,0,0,0,3,3,3,4,4,4,7,8,9,10,10,10,10,10,10
E4-F-S1,E4,F,F,1,10,0,0,0,0,0,0,3,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10
E4-F-S2,E4,F,F,2,10,0,0,0,0,1,1,2,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10
E4-F-S3,E4,F,F,3,10,0,0,0,0,1,2,2,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10
E4-I-S1,E4,F,I,1,10,0,0,0,0,0,0,0,2,3,4,8,8,9,9,9,9,9,9,9,10,10,10
E4-I-S2,E4,F,I,2,10,0,0,0,0,1,1,1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E4-I-S3,E4,F,I,3,10,0,0,0,0,2,2,2,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10
E4-S-S1,E4,F,S,1,10,0,0,0,0,3,5,6,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10
E4-S-S2,E4,F,S,2,10,0,0,0,0,2,6,7,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
E4-S-S3,E4,F,S,3,10,0,1,1,1,4,4,4,7,7,8,10,10,10,10,10,10,10,10,10,10,10,10
E5-N-S1,E5,F,N,1,10,0,0,0,0,0,0,0,3,3,4,5,6,8,10,10,10,10,10,10,10,10,10
E5-N-S2,E5,F,N,2,10,0,0,0,0,0,0,0,1,3,5,6,7,7,10,10,10,10,10,10,10,10,10
E5-N-S3,E5,F,N,3,10,0,0,0,0,0,0,0,1,1,3,9,10,10,10,10,10,10,10,10,10,10,10
E5-F-S1,E5,F,F,1,10,0,0,0,0,1,2,4,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E5-F-S2,E5,F,F,2,10,0,0,0,0,3,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E5-F-S3,E5,F,F,3,10,0,0,0,0,4,4,4,5,8,9,10,10,10,10,10,10,10,10,10,10,10,10
E5-I-S1,E5,F,I,1,10,0,0,0,0,0,1,1,4,5,5,9,9,10,10,10,10,10,10,10,10,10,10
E5-I-S2,E5,F,I,2,10,0,0,0,0,1,1,1,5,6,8,8,8,8,10,10,10,10,10,10,10,10,10
E5-I-S3,E5,F,I,3,10,0,0,0,0,2,2,2,6,6,6,8,9,10,10,10,10,10,10,10,10,10,10
E5-S-S1,E5,F,S,1,10,0,0,0,0,4,4,4,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E5-S-S2,E5,F,S,2,10,0,0,0,0,7,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E5-S-S3,E5,F,S,3,10,0,0,0,0,4,5,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E6-N-S1,E6,F,N,1,10,0,0,0,0,1,2,3,3,9,8,10,10,10,10,10,10,10,10,10,10,10,10
E6-N-S2,E6,F,N,2,10,0,0,0,0,1,1,1,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10
E6-N-S3,E6,F,N,3,10,0,0,0,0,0,2,2,3,3,4,9,9,10,10,10,10,10,10,10,10,10,10
E6-F-S1,E6,F,F,1,10,0,0,0,0,5,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10
E6-F-S2,E6,F,F,2,10,0,0,0,1,2,2,2,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E6-F-S3,E6,F,F,3,10,0,0,0,1,4,4,6,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E6-I-S1,E6,F,I,1,10,0,2,2,2,5,5,6,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10
E6-I-S2,E6,F,I,2,10,0,0,0,0,3,5,6,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E6-I-S3,E6,F,I,3,10,0,0,0,0,3,5,5,6,6,6,7,8,8,8,10,10,10,10,10,10,10,10
E6-S-S1,E6,F,S,1,10,0,0,0,0,4,5,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E6-S-S2,E6,F,S,2,10,0,0,1,1,2,3,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E6-S-S3,E6,F,S,3,10,0,0,0,1,3,3,5,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10
E7-N-S1,E7,F,N,1,10,0,0,0,0,0,0,0,3,3,3,5,6,7,10,10,10,10,10,10,10,10,10
E7-N-S2,E7,F,N,2,10,0,1,1,1,1,1,1,1,1,1,4,6,8,9,9,9,10,10,10,10,10,10
E7-N-S3,E7,F,N,3,10,0,0,0,0,0,0,0,0,0,0,5,5,6,7,7,8,10,10,10,10,10,10
E7-F-S1,E7,F,F,1,10,0,0,0,0,0,0,1,3,4,5,9,9,10,10,10,10,10,10,10,10,10,10
E7-F-S2,E7,F,F,2,10,0,0,0,0,0,1,1,5,6,7,9,9,9,10,10,10,10,10,10,10,10,10
E7-F-S3,E7,F,F,3,10,0,0,0,0,0,1,2,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10
E7-I-S1,E7,F,I,1,10,0,0,0,0,1,1,5,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10
E7-I-S2,E7,F,I,2,10,0,0,0,0,3,3,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E7-I-S3,E7,F,I,3,10,0,0,0,0,2,2,3,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10
E7-S-S1,E7,F,S,1,10,0,0,0,0,2,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E7-S-S2,E7,F,S,2,10,0,0,0,0,3,3,4,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10
E7-S-S3,E7,F,S,3,10,0,0,0,0,4,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E9-N-S1,E9,F,N,1,10,0,0,0,0,0,0,0,1,1,1,6,6,7,10,10,10,10,10,10,10,10,10
E9-N-S2,E9,F,N,2,10,0,1,1,1,1,1,1,1,3,5,10,10,10,10,10,10,10,10,10,10,10,10
E9-N-S3,E9,F,N,3,10,0,0,0,0,0,1,1,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10
E9-F-S1,E9,F,F,1,10,0,0,0,0,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E9-F-S2,E9,F,F,2,10,0,0,0,0,6,6,6,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10
E9-F-S3,E9,F,F,3,10,0,1,1,1,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E9-I-S1,E9,F,I,1,10,0,0,0,0,2,3,4,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E9-I-S2,E9,F,I,2,10,0,0,0,0,4,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E9-I-S3,E9,F,I,3,10,0,0,0,0,7,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E9-S-S1,E9,F,S,1,10,0,0,0,0,4,4,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E9-S-S2,E9,F,S,2,10,0,0,0,0,3,3,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
E9-S-S3,E9,F,S,3,10,0,0,0,0,1,3,4,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
